date,open,close,high,low,volume,volume.1
2022-04-26,8.42580129764713,8.087836930244963,8.495724959868268,8.076182986541438,284263.0,284263.0
2022-04-27,7.959643549506209,8.216030310983715,8.216030310983715,7.668294956918134,362395.0,362395.0
2022-04-28,8.122798761355531,8.052875099134393,8.204376367280192,7.901373830988594,185094.0,185094.0
2022-04-29,8.1577605924661,8.35587763542599,8.379185522833037,8.146106648762578,237508.0,237508.0
2022-05-05,8.39083946653656,8.62391834060702,8.693842002828157,8.332569748018946,248404.0,248404.0
2022-05-06,8.449109185054175,8.414147353943605,8.612264396903496,8.379185522833037,177411.0,177411.0
2022-05-09,8.39083946653656,8.507378903571789,8.542340734682359,8.379185522833037,146104.0,146104.0
2022-05-10,8.85699721467748,8.752111721345772,9.125037919858508,8.65888017171759,436122.0,436122.0
2022-05-11,8.635572284310543,8.65888017171759,8.833689327270434,8.612264396903496,285442.0,285442.0
2022-05-12,8.647226228014066,8.577302565792928,8.752111721345772,8.484071016164744,180727.0,180727.0
2022-05-13,8.577302565792928,8.682188059124636,8.752111721345772,8.553994678385882,187877.0,187877.0
2022-05-16,8.85699721467748,9.00849848282328,9.113383976154989,8.752111721345772,342244.0,342244.0
2022-05-17,9.031806370230324,8.891959045788049,9.066768201340894,8.822035383566911,187921.0,187921.0
2022-05-18,8.985190595416233,9.066768201340894,9.311501019114877,8.985190595416233,338390.0,338390.0
2022-05-19,8.85699721467748,9.113383976154989,9.194961582079646,8.810381439863388,291345.0,291345.0
2022-05-20,9.05511425763737,9.113383976154989,9.148345807265557,9.043460313933847,198886.0,198886.0
2022-05-23,9.148345807265557,9.218269469486692,9.299847075411355,9.09007608874794,237874.0,237874.0
2022-05-24,9.1716536946726,8.926920876898619,9.229923413190216,8.915266933195095,274843.0,274843.0
2022-05-25,9.40473256874306,9.4746562309642,9.614503555406475,9.28819313170783,670959.0,670959.0
2022-05-26,9.416386512446584,9.346462850225445,9.451348343557152,9.276539188004309,391778.0,391778.0
2022-05-27,9.346462850225445,9.439694399853629,9.614503555406475,9.299847075411355,454090.0,454090.0
2022-05-30,9.509618062074768,9.439694399853629,9.614503555406475,9.358116793928968,365171.0,365171.0
2022-05-31,9.439694399853629,9.661119330220568,9.742696936145228,9.39307862503954,441970.0,441970.0
2022-06-01,9.55623383688886,9.67277327392409,9.800966654662844,9.509618062074768,402418.0,402418.0
2022-06-02,9.614503555406475,9.591195667999427,9.649465386517043,9.521272005778291,251597.0,251597.0
2022-06-06,9.544579893185336,9.521272005778291,9.614503555406475,9.40473256874306,287106.0,287106.0
2022-06-07,9.532925949481813,9.428040456150107,9.579541724295906,9.416386512446584,193977.0,193977.0
2022-06-08,9.346462850225445,9.369770737632493,9.416386512446584,9.206615525783173,257272.0,257272.0
2022-06-09,9.3231549628184,9.299847075411355,9.463002287260675,9.28819313170783,188875.0,188875.0
2022-06-10,9.276539188004309,9.40473256874306,9.428040456150107,9.229923413190216,185602.0,185602.0
2022-06-13,9.264885244300784,9.3231549628184,9.369770737632493,9.183307638376125,276831.0,276831.0
2022-06-14,9.253231300597262,9.40473256874306,9.416386512446584,9.183307638376125,248318.0,248318.0
2022-06-15,9.40473256874306,9.369770737632493,9.486310174667722,9.369770737632493,223927.0,223927.0
2022-06-16,9.369770737632493,9.276539188004309,9.416386512446584,9.229923413190216,191297.0,191297.0
2022-06-17,9.206615525783173,9.24157735689374,9.311501019114877,9.101730032451462,173232.0,173232.0
2022-06-20,9.229923413190216,9.253231300597262,9.299847075411355,9.206615525783173,137720.0,137720.0
2022-06-21,9.28819313170783,9.101730032451462,9.311501019114877,9.043460313933847,204505.0,204505.0
2022-06-22,9.113383976154989,8.891959045788049,9.136691863562032,8.891959045788049,217957.0,217957.0
2022-06-23,8.915266933195095,8.926920876898619,8.950228764305663,8.798727496159865,174906.0,174906.0
2022-06-24,8.619571348108655,8.506749733604616,8.619571348108655,8.439056764902192,150040.0,150040.0
